status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,job_level
NEW,Data Scientist - CA Remote,Amynta Group,"Rocklin, CA",2024-10-05,Develop custom data models and algorithms to apply to data sets. Assess the effectiveness and accuracy of new data sources and data gathering techniques. ESSENTIAL JOB DUTIES AND RESPONSIBILITIES.,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=18a6423fdfdae414,IndeedScraperUSAEng_18a6423fdfdae414,IndeedScraperUSAEng,Data,USA_ENGLISH,$80000 - $115000 yearly,FULLY_REMOTE, CA,CA,Rocklin,Uncategorized
NEW,Data Architect with FHIR/HL7,Ajna Infotech,"Raleigh, NC 27610",2024-10-28,"IA is responsible for data architecture framework, data model, design, deploy and maintain data warehouse and analytics solutions. Must have hands-on experience in designing data marts and star schema…","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=870c3133f0112d92,IndeedScraperUSAEng_870c3133f0112d92,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27610,NC,Raleigh,Uncategorized
NEW,Document Scanning,Starpoint Global Services,"Siler City, NC 27344",2024-10-22,Starpoint Inc is searching for weekday help in our document imaging department. Hours are 8am-4pm Monday through Friday. Please apply in person at 1311 North 2nd Ave Siler City NC. No phone calls…,"Job types: Full-time
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=1aa8c6d1ab53f0e5,IndeedScraperUSAEng_1aa8c6d1ab53f0e5,IndeedScraperUSAEng,Data,USA_ENGLISH,$10 - $10 hourly,UNKNOWN, NC 27344,NC,Siler City,Uncategorized
NEW,Data Steward,Sumitomo Mitsui Banking Corporation,"White Plains, NY 10601",2024-10-28,"Experience in developing data standards, processes, and policies, as well as developing and implementing enterprise data strategies, operational data stores and data quality tools.","Job types: Full-time
Benefits: Work from home
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2423d4435c0484fc,IndeedScraperUSAEng_2423d4435c0484fc,IndeedScraperUSAEng,Data,USA_ENGLISH,$158000 - $198000 yearly,UNKNOWN, NY 10601,NY,White Plains,Uncategorized
NEW,Pricing Integrity Agent,RetailData LLC,"Apex, NC",2024-10-09,"Field Representative - Flexible Schedules For College Students - No Experience Needed. Flexible schedules, you can work within the assigned window anytime the store is open! At least 18 years of age.","Job types: Part-time
Benefits: Mileage reimbursement, 401(k) matching, Flexible schedule, Referral program, Pet insurance
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=eaf16dca42e65768,IndeedScraperUSAEng_eaf16dca42e65768,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC,NC,Apex,Uncategorized
NEW,Data/Warehouse Architect,"ITNOVA, LLC","Jersey City, NJ 07302",2024-10-17,"Experience in data governance, data management, data modeling, data cleansing, data extraction and transformation, data analysis, data migration, data integration and data mapping.","Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Vision insurance
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=2807b65fc378895e,IndeedScraperUSAEng_2807b65fc378895e,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $140000 yearly,UNKNOWN, NJ 07302,NJ,Jersey City,Uncategorized
NEW,Remote Coding Expertise for AI Training - Tier 2,Outlier,"Winston-Salem, NC",2024-10-09,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Contract
Remote: Remote
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=a889277bbbc00179,IndeedScraperUSAEng_a889277bbbc00179,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,FULLY_REMOTE, NC,NC,Winston-Salem,Uncategorized
NEW,Machine Learning Python Expert,Outlier,"Greensboro, NC",2024-11-10,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=2e3719b6aded0c09,IndeedScraperUSAEng_2e3719b6aded0c09,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,UNKNOWN, NC,NC,Greensboro,Uncategorized
NEW,"Data Scientist, Product Analytics",Meta,"Burlingame, CA 94010",2024-10-26,"As a Data Scientist at Meta, you will shape the future of people-facing and business-facing products we build across our entire family of applications (Facebook, Instagram, Messenger, WhatsApp,…",,https://www.indeed.com/m/viewjob?jk=35f56c86bb0b6899,IndeedScraperUSAEng_35f56c86bb0b6899,IndeedScraperUSAEng,Data,USA_ENGLISH,$114000 - $171000 yearly,UNKNOWN, CA 94010,CA,Burlingame,Uncategorized
NEW,Data Protection Incident Responder - USDS - MTV,TikTok,"Mountain View, CA 94041",2024-11-12,"This role requires the ability to work with and support systems designed to protect sensitive data and information. This position requires the ability to work well under pressure, act quickly, bring…","Remote: Hybrid work
Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=d9538d60fc3eea18,IndeedScraperUSAEng_d9538d60fc3eea18,IndeedScraperUSAEng,Data,USA_ENGLISH,$118800 - $196000 yearly,TEMPORARILY_REMOTE, CA 94041,CA,Mountain View,Uncategorized
NEW,Files/Documents Clerk,Infosoft Teksolutions,"Darien, CT 06820",2024-11-12,Pay Rate: $25 to $27/HR. We are looking for a Files/Documents Clerk. This is a special project to thoroughly review HR files contained in 400+ boxes. Proficiency in MS Office suite.,"Job types: Contract
Shifts: 8 hour shift, Morning shift
Benefits: Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance, Flexible schedule
Job types cc: Contract
Schedules: 8 hour shift, Morning shift",https://www.indeed.com/m/viewjob?jk=5289e77a93cd7444,IndeedScraperUSAEng_5289e77a93cd7444,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $27 hourly,UNKNOWN, CT 06820,CT,Darien,Uncategorized
NEW,Data Scientist - San Francisco,Rad Hires,"Sacramento, CA",2024-10-05,Work with large datasets and perform data analysis. Develop and implement data science models to solve business problems. Work with other team members to develop and implement data science solutions.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8dcb825dc6ff933e,IndeedScraperUSAEng_8dcb825dc6ff933e,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $170000 yearly,UNKNOWN, CA,CA,Sacramento,Uncategorized
NEW,"Sports Data Operator - Baseball/Softball (Yaphank, NY)",Realplay,"Yaphank, NY 11980",2024-10-09,"Realplay delivers video of every swing, pitch, and defensive play that any player makes on a baseball or softball field. Attend Realplay's partner facility ""Lasorda Legacy Park"", in Yaphank NY to…",,https://www.indeed.com/m/viewjob?jk=d3c9e78c0f71297a,IndeedScraperUSAEng_d3c9e78c0f71297a,IndeedScraperUSAEng,Data,USA_ENGLISH,$15 - $16 hourly,UNKNOWN, NY 11980,NY,Yaphank,Uncategorized
NEW,Research Consultant – Data Analytics,"TRC Companies, Inc.","Oakland, CA 94612",2024-10-03,"Build data visualization tools dashboards. Identify and collate secondary data sources. Synthesize information across multiple data sources. Compile, clean, and manage quantitative data.","Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9483823f577944f8,IndeedScraperUSAEng_9483823f577944f8,IndeedScraperUSAEng,Data,USA_ENGLISH,$71261 - $86715 yearly,UNKNOWN, CA 94612,CA,Oakland,Uncategorized
NEW,GCP Data Migration,Accenture,"Sacramento, CA 95811",2024-10-03,"Leverage ETL or ELT to build scalable data pipelines. Extracting, loading, transforming, cleaning, and validating data. Experience migrating data from legacy systems using tools like Hadoop, Exadata,…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9cf96c34afd0eb66,IndeedScraperUSAEng_9cf96c34afd0eb66,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 95811,CA,Sacramento,Uncategorized
NEW,DATA SCIENTIST,Citizens Telecom Services Company,"Dallas, TX",2024-11-06,Develop new metrics and reporting from multiple data sources. Support existing databases and ETL processes to ensure data integrity. Experience working with data from various databases including SQL…,"Benefits: Paid parental leave, Caregiver leave, Partner benefits, Paid holidays, Health insurance, Dental insurance, Paid time off, Parental leave, Vision insurance, 401(k) matching
Schedules: Weekends as needed, Evenings as needed, On call",https://www.indeed.com/m/viewjob?jk=456473300e36701c,IndeedScraperUSAEng_456473300e36701c,IndeedScraperUSAEng,Data,USA_ENGLISH,$48000 - $150000 yearly,UNKNOWN, TX,TX,Dallas,Uncategorized
NEW,"Salesforce Mulesoft, Marketing Cloud, Data and Health Cloud Professionals (Remote), Northwell Health",Northwell Health,"Raleigh, NC",2024-10-12,"Experience with managing unstructured data and streaming data, preferred. Strong knowledge of Business Intelligence & Analytics concepts and platforms, inclusive of data virtualization, data…","Job types: Full-time
Remote: Remote
Benefits: Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=d16dc305516a6b51,IndeedScraperUSAEng_d16dc305516a6b51,IndeedScraperUSAEng,Data,USA_ENGLISH,$112800 - $291400 yearly,FULLY_REMOTE, NC,NC,Raleigh,Uncategorized
NEW,Medical Data Labeler (Contract),EvolutionIQ,"New York, NY",2024-10-23,You have the ability to label data accurately and effectively. Respond to requests for information and access relevant data sources. Enter data from source documents into a prescribed computer…,"Job types: Full-time, Contract
Job types cc: Full-time, Contract",https://www.indeed.com/m/viewjob?jk=60c729aec6d8894e,IndeedScraperUSAEng_60c729aec6d8894e,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,UNKNOWN, NY,NY,New York,Uncategorized
NEW,Strategic Analytics,JPMorganChase,"Plano, TX 75024",2024-11-13,"Work both independently and collaboratively to complete analytical tasks starting with problem identification, analysis of large and complex data, and formulation of concise conclusions with…","Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=edd64c4771e1154f,IndeedScraperUSAEng_edd64c4771e1154f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75024,TX,Plano,Uncategorized
NEW,SAP PP/QM Consultant,NTT DATA,"Irving, TX 75039",2024-11-05,"Master data - Materials, BOM, Routing, work centers, production tools, Variant configuration (Class, characteristics and their assignment). As SAP PP/QM Consultant, you will anchor the engagement…",,https://www.indeed.com/m/viewjob?jk=594985d37834ad0a,IndeedScraperUSAEng_594985d37834ad0a,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75039,TX,Irving,Uncategorized
NEW,Product Data Scientist,PayPal,"New York, NY",2024-10-09,"Experience analyzing very large, complex, multi-dimensional data sets. This person will help generate insights by mining Venmo’s rich data and support experimentation efforts driven by the consumer…","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, Vision insurance, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1c900445b2a794ff,IndeedScraperUSAEng_1c900445b2a794ff,IndeedScraperUSAEng,Data,USA_ENGLISH,$72700 - $176000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,Uncategorized
NEW,Data Scientist,Pashtek,"San Francisco, CA",2024-10-05,"Job Title: Data Scientist Location: San Francisco, CA Duration: Full-Time Experience Required: Minimum 10+ years Job Description: We are seeking a highly skilled and experienced Data Scientist…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=aca35d8600c41115,IndeedScraperUSAEng_aca35d8600c41115,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,Uncategorized
NEW,Data Steward,Bright Vision Technologies,"Plano, TX 75024",2024-11-13,"Strong data management background who understands data, how to ingest data, proper data use/consumption, data quality, and stewardship. Strong data management background with understanding of how to…","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=06974ec03cdabded,IndeedScraperUSAEng_06974ec03cdabded,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75024,TX,Plano,Uncategorized
NEW,Scientific Programmer,Business Integra Inc,"New York, NY 10025",2024-11-06,"Fitting and analysis of data-driven models using artificial intelligence/machine learning,. Scientific programming and statistical data analysis using Python, R, or Matlab,.","Job types: Full-time, Contract
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Full-time, Contract",https://www.indeed.com/m/viewjob?jk=c429e767d6f58d01,IndeedScraperUSAEng_c429e767d6f58d01,IndeedScraperUSAEng,Data,USA_ENGLISH,$80000 - $-1 yearly,TEMPORARILY_REMOTE, NY 10025,NY,New York,Uncategorized
NEW,Scientific Data Curator 2,Stanford University,"Stanford, CA",2024-10-05,The Department of Genetics at Stanford University has an excellent opportunity for a motivated and experienced scientist that is interested in big data management and wrangling. In this position you…,"Job types: Full-time
Job types cc: Full-time
Schedules: Extended hours",https://www.indeed.com/m/viewjob?jk=509822ab3a607443,IndeedScraperUSAEng_509822ab3a607443,IndeedScraperUSAEng,Data,USA_ENGLISH,$95000 - $125000 yearly,UNKNOWN, CA,CA,Stanford,Uncategorized
NEW,Early Career Statistician (Remote),RTI International,"Durham, NC 27703",2024-10-26,"Demonstrated data manipulation and data management skills. Utilize standard statistical and/or data management software packages (e.g., R, SAS) to execute data processing and data analysis activities…","Job types: Full-time
Benefits: Paid parental leave, Disability insurance, Dental insurance, Paid time off, Parental leave, Employee assistance program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=bb5ca1fb01e6614d,IndeedScraperUSAEng_bb5ca1fb01e6614d,IndeedScraperUSAEng,Data,USA_ENGLISH,$71000 - $87000 yearly,UNKNOWN, NC 27703,NC,Durham,Uncategorized
NEW,"Data Scientist, Small Commercial Data Science",The Hartford,"Hartford, CT",2024-10-29,"Experience with SQL and database navigation (e.g., Oracle, Snowflake) for data extraction. Assist in identifying and assessing the value of new data sources and analytical techniques to ensure ongoing…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=504d02d9566317d2,IndeedScraperUSAEng_504d02d9566317d2,IndeedScraperUSAEng,Data,USA_ENGLISH,$87120 - $160440 yearly,TEMPORARILY_REMOTE, CT,CT,Hartford,Uncategorized
NEW,"Data Scientist || Dallas, TX (Local only)",ANB Sourcing LLC,"Dallas, TX 75201",2024-10-05,"*Data Scientist Dallas, TX (Local only)* Long term contract. Visa: USC, GC or EAD-GC JD: * Data Scientist for SKU level forecasting for demand planning in supply chain using deep…","Job types: Full-time
Shifts: 8 hour shift
Job types cc: Full-time
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=5624cb38813cfa68,IndeedScraperUSAEng_5624cb38813cfa68,IndeedScraperUSAEng,Data,USA_ENGLISH,$55 - $60 hourly,UNKNOWN, TX 75201,TX,Dallas,Uncategorized
NEW,Expert Data Scientist - Center of Excellence in Data Science & Artificial Intelligence,PG&E Corporation,"Oakland, CA 94612",2024-10-10,"Creates advanced data mining architectures / models / protocols, statistical reporting, and data analysis methodologies to identify trends in structured and unstructured data sets.","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a6774259b571f1a3,IndeedScraperUSAEng_a6774259b571f1a3,IndeedScraperUSAEng,Data,USA_ENGLISH,$136000 - $232000 yearly,TEMPORARILY_REMOTE, CA 94612,CA,Oakland,Uncategorized
NEW,Data Scientist IV,Sutter Health,"Sacramento, CA 95834",2024-10-26,"Familiarity and experience with data preparation and processing – such as assessment of data quality, new variable creation/selection, etc. Provides support in making strategic data-related decisions…","Job types: Full-time
Shifts: 8 hour shift, Day shift
Remote: Hybrid work
Job types cc: Full-time
Schedules: 8 hour shift, Weekends as needed, Day shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=87fa2e1f337c311d,IndeedScraperUSAEng_87fa2e1f337c311d,IndeedScraperUSAEng,Data,USA_ENGLISH,$64.84 - $97.26 hourly,TEMPORARILY_REMOTE, CA 95834,CA,Sacramento,Uncategorized
NEW,UI/UX Designer,NTT DATA,"Irving, TX 75039",2024-11-02,"Partner with clients and colleagues to understand UX problems and define solutions that balance business objectives, user needs, and technical restraints. Develop and communicate standard UI patterns.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1673293db0532fdd,IndeedScraperUSAEng_1673293db0532fdd,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75039,TX,Irving,Uncategorized
NEW,Database Marketing,BayOne,"Santa Clara, CA",2024-10-15,"Review data on customer demographics, needs, and buying habits to identify potential markets and factors affecting product demand. Modify existing databases and develop new database management systems…","Job types: Contract
Remote: Remote
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=31c607ffb9d7d2ce,IndeedScraperUSAEng_31c607ffb9d7d2ce,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, CA,CA,Santa Clara,Uncategorized
NEW,"Applied ML Scientist, Shortcuts",Apple,"Cupertino, CA",2024-11-02,"An ideal candidate for this role will have industry experience or equivalent hands-on research working with Transformers and Large Language Models (LLMs), as well as knowledge of other contemporary…","Job types: Full-time
Benefits: Employee stock purchase plan, Health insurance, Dental insurance, RSU, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5a1fd3fbf8a2ffd8,IndeedScraperUSAEng_5a1fd3fbf8a2ffd8,IndeedScraperUSAEng,Data,USA_ENGLISH,$121900 - $214500 yearly,UNKNOWN, CA,CA,Cupertino,Uncategorized
NEW,1 Hour Weekly-Data Collection + Cleaning of Filtered Water Equipment,"National Water Services, LLC.","Rockwell, TX",2024-10-22,Accurately record meter readings and pressure gauge data during service visits and promptly email collected data to the designated recipients within 24 hours of service performance.,Benefits: Paid training,https://www.indeed.com/m/viewjob?jk=d58dbca0e90da266,IndeedScraperUSAEng_d58dbca0e90da266,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Rockwell,Uncategorized
NEW,Systems Administrator/Database Administrator,School of Visual Arts,"New York, NY 10010",2024-11-08,"Skill in data analysis and problem-solving. Monitor and ensure ERP database data integrity and security. COMPENSATION: Full-time, Exempt Position - $90,000-$110,000.","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time
Schedules: Evenings as needed, Holidays",https://www.indeed.com/m/viewjob?jk=36297a159e38413b,IndeedScraperUSAEng_36297a159e38413b,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $110000 yearly,TEMPORARILY_REMOTE, NY 10010,NY,New York,Uncategorized
NEW,Architectural Technologist - Data Centres,IBI Group,"Dallas, TX 75201",2024-10-17,"5 years' experience as an architectural technologist, designing complex projects with a preference toward data center experience. We are looking for an intermediate Architectural Technologist with…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=65a84a22f438527f,IndeedScraperUSAEng_65a84a22f438527f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,Uncategorized
NEW,JICO/Tactical Data Link Technical Instructor,Advanced Computer Learning Company,"Fort Liberty, NC 28307",2024-10-09,Security Responsibilities: You must comply with all company security and data protection / usage policies and procedures. TECHNICAL INSTRUCTOR (JICO or Link16). 7234 Tactical Air Defense Operator.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1ede93029605d6ae,IndeedScraperUSAEng_1ede93029605d6ae,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 28307,NC,Fort Liberty,Uncategorized
NEW,Marketing Data Scientist,PayPal,"New York, NY",2024-10-24,"Experience with data modelling, machine learning algorithms, and data science techniques. The successful candidate will be responsible for providing data-driven insights including but not limited to…","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, Vision insurance, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a91564170a9d173a,IndeedScraperUSAEng_a91564170a9d173a,IndeedScraperUSAEng,Data,USA_ENGLISH,$60900 - $147400 yearly,TEMPORARILY_REMOTE, NY,NY,New York,Uncategorized
NEW,"Instructor, Databases, SQL (Part-Time Temp)",Wake Technical Community College,"Raleigh, NC 27603",2024-10-25,"Supports the Department, Division, and College goals, providing requested data in a timely manner. Wake Technical Community College is seeking to expand the pool of part-time faculty to teach one or…","Job types: Part-time
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=f892ffa2ae4dacfa,IndeedScraperUSAEng_f892ffa2ae4dacfa,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27603,NC,Raleigh,Uncategorized
