status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city
NEW,"Associate, Database Administrator","General Atlantic Service Company, L.P","New York, NY",2024-10-18,"Support data-related projects, including data migration, integration, and system upgrades. Provide Level 2 support for all data and analytics applications. 2+ years of Financial Services experience.",Benefits: Health insurance,https://www.indeed.com/m/viewjob?jk=5801b6753fb97b02,IndeedScraperUSAEng_5801b6753fb97b02,IndeedScraperUSAEng,Data,USA_ENGLISH,$120000 - $160000 yearly,UNKNOWN, NY,NY,New York
NEW,IT Domain Data Analyst,Mizuho Americas,"New York, NY",2024-10-08,"Data Domains core responsibilities include definition and ownership of business use cases, serving as owners for and managing data within the domain (selected with view to exhaustively cover data…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1c418135d08bb54b,IndeedScraperUSAEng_1c418135d08bb54b,IndeedScraperUSAEng,Data,USA_ENGLISH,$77000 - $135000 yearly,TEMPORARILY_REMOTE, NY,NY,New York
NEW,Sales Data Coordinator,Queensboro Toyota,"Woodside, NY 11377",2024-10-04,Collect and input client information. Monday thru Saturday 10 am to 7 pm Sunday 11 am to 6 pm.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=17875b90dd9d266b,IndeedScraperUSAEng_17875b90dd9d266b,IndeedScraperUSAEng,Data,USA_ENGLISH,$16 - $16 hourly,UNKNOWN, NY 11377,NY,Woodside
NEW,Research Data Associate - Precision Medicine,NYU Langone,"New York, NY 10016",2024-10-31,Perform robust data quality control and validation. Use established pipelines and custom code to analyze electronic health records data. Be able to write custom code to analyze various types of data.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=44bb8f0eae4dfafe,IndeedScraperUSAEng_44bb8f0eae4dfafe,IndeedScraperUSAEng,Data,USA_ENGLISH,$51243.96 - $51243.96 yearly,UNKNOWN, NY 10016,NY,New York
NEW,Internal Audit Manager- Data & Analytics,Flagstar Bank,"Hicksville, NY",2024-10-03,The Internal Audit Data Analytics Manager is responsible for managing direct reports and leading data-based audits and data analytics within Flagstar Bank. Ability to manage and lead staff.,"Job types: Full-time, Internship
Job types cc: Full-time, Internship",https://www.indeed.com/m/viewjob?jk=c9bad48d098cd99f,IndeedScraperUSAEng_c9bad48d098cd99f,IndeedScraperUSAEng,Data,USA_ENGLISH,$86200 - $165000 yearly,UNKNOWN, NY,NY,Hicksville
NEW,Reference Data Specialist IV,JPMorganChase,"Brooklyn, NY 11245",2024-10-31,JOB DESCRIPTION Are you seeking to join a team where you can have the opportunity to thrive and grow? You have found the right team that gives opportunities to develop and grow in many facets…,"Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=66d988f6a8a4cb65,IndeedScraperUSAEng_66d988f6a8a4cb65,IndeedScraperUSAEng,Data,USA_ENGLISH,$28.28 - $37.5 hourly,UNKNOWN, NY 11245,NY,Brooklyn
NEW,"Director, Data Analytics for Ad Sales",Warner Bros. Discovery,"New York, NY 10001",2024-10-29,"Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes,…","Job types: Full-time
Benefits: Wellness program, Paid holidays, Disability insurance, Health insurance, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8774d75f4fc38c8d,IndeedScraperUSAEng_8774d75f4fc38c8d,IndeedScraperUSAEng,Data,USA_ENGLISH,$133420 - $247780 yearly,UNKNOWN, NY 10001,NY,New York
NEW,Data Manager,WMC Advanced Physician Services PC,"Hawthorne, NY",2024-10-09,Documents procedures for data management processes. Evaluates data management system to improve operational procedures. Establishes data collection quality standards and ensures they are met.,"Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, Flexible spending account, Tuition reimbursement, Paid time off, Vision insurance, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=3c5d4e9929361475,IndeedScraperUSAEng_3c5d4e9929361475,IndeedScraperUSAEng,Data,USA_ENGLISH,$46299 - $58203 yearly,UNKNOWN, NY,NY,Hawthorne
NEW,"Business Intelligence Analyst, BIDA","Atlas Air, Inc","White Plains, NY 10601",2024-10-22,"Expertise in SQL for financial data querying and modeling. In this critical role, you will leverage advanced data analytics to provide actionable financial insights, ensure alignment across teams on…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=561c37d8517c0526,IndeedScraperUSAEng_561c37d8517c0526,IndeedScraperUSAEng,Data,USA_ENGLISH,$61500 - $83000 yearly,UNKNOWN, NY 10601,NY,White Plains
NEW,Data Governance- Vice President,JPMorganChase,"New York, NY 10179",2024-10-31,"Strong data analysis and problem-solving skills. This includes ensuring the quality, integrity, and security of the company's data, as well as leveraging this data to generate insights and drive…","Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=777b1406daff232b,IndeedScraperUSAEng_777b1406daff232b,IndeedScraperUSAEng,Data,USA_ENGLISH,$118750 - $205000 yearly,UNKNOWN, NY 10179,NY,New York
NEW,Logistics Data Entry Coordinator,"FOODMatch, Inc.","New York, NY 10018",2024-10-25,Come join a growing team! FOODMatch is searching for a Logistics Data Entry Coordinator to join our Logistics team. FOODMatch is a producer and importer of Mediterranean specialty foods with a…,"Job types: Full-time
Shifts: 8 hour shift
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance, Life insurance
Job types cc: Full-time
Schedules: 8 hour shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=3e425597c5af09fe,IndeedScraperUSAEng_3e425597c5af09fe,IndeedScraperUSAEng,Data,USA_ENGLISH,$70000 - $75000 yearly,TEMPORARILY_REMOTE, NY 10018,NY,New York
NEW,"Senior Data Scientist, Ring Data Science and Engineering",Amazon.com Services LLC,"New York, NY",2024-10-03,"- Bachelor's degree - 4+ years of data scientist experience - 5+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS,…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=071ebcdd78545403,IndeedScraperUSAEng_071ebcdd78545403,IndeedScraperUSAEng,Data,USA_ENGLISH,$143300 - $247600 yearly,UNKNOWN, NY,NY,New York
NEW,School Data Analyst,Orange-Ulster BOCES,"Goshen, NY 10924",2024-11-02,"Serves as the district's liaison to the Mid-Hudson Regional Information Center in the on-going collection of district data, review of assessment reports, data warehousing efforts, use of data…",,https://www.indeed.com/m/viewjob?jk=ef13f0246fa4361e,IndeedScraperUSAEng_ef13f0246fa4361e,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NY 10924,NY,Goshen
NEW,Data Quality Principal - C15 - NEW YORK,Citi,"New York, NY",2024-10-31,"Create and maintain formal enterprise information management requirements that include business architecture models, conceptual and logical data models, data flows, enterprise data standards, adoption…","Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0edd843b6973ad12,IndeedScraperUSAEng_0edd843b6973ad12,IndeedScraperUSAEng,Data,USA_ENGLISH,$170000 - $300000 yearly,UNKNOWN, NY,NY,New York
NEW,Marketing Applied Scientist II,Uber,"New York, NY",2024-10-03,Experience with big data using technologies like Spark and Hive. Ability to use Python or R to work efficiently at scale with large data sets. Collaborate with the Product and/or Engineering teams to…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=61ac4124667518a5,IndeedScraperUSAEng_61ac4124667518a5,IndeedScraperUSAEng,Data,USA_ENGLISH,$149000 - $165500 yearly,UNKNOWN, NY,NY,New York
NEW,"Sr. Analyst, Enterprise Data Governance",NYU Langone Health,"New York, NY 10016",2024-10-03,"Customize the development of data governance policies and procedures for guiding various data management processes, including data security and privacy, data quality control, and data dissemination…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=05fe9f20f6227677,IndeedScraperUSAEng_05fe9f20f6227677,IndeedScraperUSAEng,Data,USA_ENGLISH,$81325.15 - $135541.73 yearly,UNKNOWN, NY 10016,NY,New York
NEW,Quality Assurance Data - QAD,E-Business International,"Hauppauge, NY",2024-11-01,"Familiarity with ERP best practices and a commitment to maintaining data integrity. Your initial responsibility will be to lead the upgrade implementation, configuration, and ongoing support of *QAD…","Job types: Full-time
Shifts: 8 hour shift, Day shift
Remote: Remote
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Full-time
Schedules: 8 hour shift, Day shift",https://www.indeed.com/m/viewjob?jk=6758dfaaccb8d64a,IndeedScraperUSAEng_6758dfaaccb8d64a,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, NY,NY,Hauppauge
NEW,Internal Audit Department Data Analytics Audit Associate,Bank of China,"New York, NY 10018",2024-10-18,"Experience in the use of data modeling, data mining, and predictive analytics is required. Experience in data management, data governance, statistics, and/or model risk management is a plus.","Job types: Full-time
Benefits: On-the-job training
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=af8fd4a324f72006,IndeedScraperUSAEng_af8fd4a324f72006,IndeedScraperUSAEng,Data,USA_ENGLISH,$42000 - $90000 yearly,UNKNOWN, NY 10018,NY,New York
NEW,"Data Scientist, Amazon Autos",Amazon Advertising LLC,"New York, NY",2024-10-18,"- 3+ years of data scientist experience - 3+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.)…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=02434f6eccb350a8,IndeedScraperUSAEng_02434f6eccb350a8,IndeedScraperUSAEng,Data,USA_ENGLISH,$125500 - $212800 yearly,UNKNOWN, NY,NY,New York
NEW,Data Manager,Columbia University,"New York, NY",2024-10-03,Ensuring that high quality data and the Integrity of the data are protected; Working with CUSON's IT to ensure that data transfer and data storage can be carried out efficiently;,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8c1f902ddbfb9b50,IndeedScraperUSAEng_8c1f902ddbfb9b50,IndeedScraperUSAEng,Data,USA_ENGLISH,$75000 - $80000 yearly,UNKNOWN, NY,NY,New York
NEW,HR Data Systems Analyst,DEPT OF ENVIRONMENT PROTECTION,"Queens, NY 11368",2024-11-02,Oversee development and maintenance of the department's data repository and ensure successful data gathering and validating the accuracy of the data prior to publication of reports.,"Job types: Full-time
Benefits: Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0c302847572cff8b,IndeedScraperUSAEng_0c302847572cff8b,IndeedScraperUSAEng,Data,USA_ENGLISH,$80707 - $112331 yearly,UNKNOWN, NY 11368,NY,Queens
NEW,"Sr Data Scientist, Talent Management Measurement & Insights",Amazon.com Services LLC,"New York, NY",2024-10-03,"4+ years of data scientist experience. Experience as a leader and mentor on a data science team. 2+ years of data visualization using AWS QuickSight, Tableau, R Shiny, etc. experience.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=817cfbfa4e822549,IndeedScraperUSAEng_817cfbfa4e822549,IndeedScraperUSAEng,Data,USA_ENGLISH,$143300 - $247600 yearly,UNKNOWN, NY,NY,New York
NEW,Part-time Data Manager– Workforce Development,St. Nicks Alliance,"Brooklyn, NY 11211",2024-10-03,Assist with the analysis of performance data and benchmark data against strategic priorities for the. Conduct regular data integrity checks and support leadership in developing data integrity policies…,"Job types: Part-time
Job types cc: Part-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=354ec4ef833ad458,IndeedScraperUSAEng_354ec4ef833ad458,IndeedScraperUSAEng,Data,USA_ENGLISH,$23 - $25 hourly,UNKNOWN, NY 11211,NY,Brooklyn
NEW,Senior Manager - Analytics and Data Science,"J. Crew Group, Inc.","New York, NY",2024-10-03,"Manage full lifecycle of data model development from conceptualization to deployment, ensuring high data quality and relevance. Crew Group’s data science models.","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, Paid time off, Vision insurance, Gym membership
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=7aad642fc3d3efc7,IndeedScraperUSAEng_7aad642fc3d3efc7,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, NY,NY,New York
NEW,File Clerk/Data Entry,Leone Dental Group,"Bedford, NY 10506",2024-11-01,"Types of Files you will be organizing, scanning into computer, and be in charge of: Financial Loan Files (automobile loans, equipment loans, mortgage type loans, etc).","Job types: Part-time, Full-time, Contract
Benefits: Employee assistance program, Professional development assistance
Job types cc: Part-time, Full-time, Contract
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=81849c2aae3abac5,IndeedScraperUSAEng_81849c2aae3abac5,IndeedScraperUSAEng,Data,USA_ENGLISH,$18 - $25 hourly,UNKNOWN, NY 10506,NY,Bedford
NEW,Data & Business Intelligence Lead - Asset Management,Lazard,"New York, NY",2024-10-26,Design and develop data (ETL) processes and data integration workflows using SSIS and SQL/Stored Procedures. Provide insights and recommendations based on financial data analysis.,,https://www.indeed.com/m/viewjob?jk=d111ef7cf2cff866,IndeedScraperUSAEng_d111ef7cf2cff866,IndeedScraperUSAEng,Data,USA_ENGLISH,$160000 - $210000 yearly,UNKNOWN, NY,NY,New York
NEW,Business Analyst,DEPARTMENT OF CORRECTION,"Queens, NY",2024-10-03,"Business Analyst Business Analyst DEPARTMENT OF CORRECTION Full-Time Location QUEENS Exam May Be Required Department Flt. Ops. Unit-Civ Salary Range: $79,473.00 – $91,394.00 Job Description…","Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, Flexible spending account, Vision insurance, Union benefits, Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9a8dd9d4a1e6bb54,IndeedScraperUSAEng_9a8dd9d4a1e6bb54,IndeedScraperUSAEng,Data,USA_ENGLISH,$79473 - $91394 yearly,UNKNOWN, NY,NY,Queens
NEW,Senior Data Analytics Developer,Solventum,"New York, NY",2024-10-31,"Implementing …published data assets, data processing pipelines, and reporting solutions. (2+) years developing with Amazon Web Services data products. (3+) years Software Development in the Cloud.","Job types: Full-time
Benefits: Health savings account, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Vision insurance, Life insurance, Retirement plan
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=6d921ca307dffccd,IndeedScraperUSAEng_6d921ca307dffccd,IndeedScraperUSAEng,Data,USA_ENGLISH,$119076 - $145537 yearly,UNKNOWN, NY,NY,New York
NEW,"Client Finance Data Management, Vice President - NYC",Citi,"New York, NY",2024-10-03,The Client LFO organization within Citi’s Finance function is looking for a full-time Vice President to join its team. The team is responsible for developing and consolidating consistent client…,"Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ed8fdb4b27a5a370,IndeedScraperUSAEng_ed8fdb4b27a5a370,IndeedScraperUSAEng,Data,USA_ENGLISH,$129840 - $194760 yearly,UNKNOWN, NY,NY,New York
NEW,Data Entry with Graphics background a plus,CAB Signs,"Brooklyn, NY",2024-10-24,"Strong attention to detail and accuracy in data entry. If you have a background in graphics, that's a plus! In this role, you will play a crucial part in maintaining our order processing system and…","Job types: Full-time
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=d02664a00abd29de,IndeedScraperUSAEng_d02664a00abd29de,IndeedScraperUSAEng,Data,USA_ENGLISH,$18 - $22 hourly,UNKNOWN, NY,NY,Brooklyn
NEW,Associate | Data Manager (Client Solutions Group),Macquarie Group Limited,"New York, NY",2024-10-03,"An excellent opportunity has arisen with Macquarie Asset Management to work with the Data Management team to support the Client Solutions Group. At Macquarie, our advantage is bringing together…","Benefits: Health savings account, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Parental leave, Employee assistance program, Vision insurance, Life insurance",https://www.indeed.com/m/viewjob?jk=995678ad044b20fc,IndeedScraperUSAEng_995678ad044b20fc,IndeedScraperUSAEng,Data,USA_ENGLISH,$95000 - $125000 yearly,UNKNOWN, NY,NY,New York
NEW,Research Data Associate,NYU Langone Health,"New York, NY 10016",2024-10-19,Compiles data and assists in consolidating and analyzing data for presentation to sponsoring and regulatory agencies Reviews data with supervisor and then provides reports to all parties e g data and…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=fc36e31f75c17930,IndeedScraperUSAEng_fc36e31f75c17930,IndeedScraperUSAEng,Data,USA_ENGLISH,$51243.96 - $54600 yearly,UNKNOWN, NY 10016,NY,New York
NEW,"Director, Data & Analytics",Perchwell,"New York, NY",2024-10-03,"In-depth understanding of modern data governance and compliance best practices, with the ability to balance data accessibility with data integrity for data-driven projects.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2edb295b85d9d2cf,IndeedScraperUSAEng_2edb295b85d9d2cf,IndeedScraperUSAEng,Data,USA_ENGLISH,$185000 - $235000 yearly,UNKNOWN, NY,NY,New York
NEW,Jr Real Estate Analyst,The Halal Guys,"Queens, NY 11377",2024-10-23,Strong analytical skills to interpret real estate metrics and financial data. Ability to develop actionable insights and present data concisely for effective decision-making.,"Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0754b5845400cc63,IndeedScraperUSAEng_0754b5845400cc63,IndeedScraperUSAEng,Data,USA_ENGLISH,$75000 - $75000 yearly,UNKNOWN, NY 11377,NY,Queens
NEW,Senior Data Scientist - Enterprise,Human Security,"New York, NY",2024-10-22,"This role is at the intersection of data, technology, and business as we aspire to deeply understand how actors are perpetrating schemes and develop a powerful product to delight our customers.","Job types: Full-time
Benefits: Stock options
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a39b89f5f012e511,IndeedScraperUSAEng_a39b89f5f012e511,IndeedScraperUSAEng,Data,USA_ENGLISH,$160000 - $190000 yearly,UNKNOWN, NY,NY,New York
NEW,Data Scientist II - Product Owner,Bank of America,"New York, NY",2024-10-23,"You will be responsible for a variety of challenging projects that require constant communication and collaboration with data engineers, data scientists and other internal teams.","Job types: Full-time
Benefits: Paid time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a2f263b1841ab528,IndeedScraperUSAEng_a2f263b1841ab528,IndeedScraperUSAEng,Data,USA_ENGLISH,$125000 - $246200 yearly,UNKNOWN, NY,NY,New York
NEW,Community Coordinator - Data Support Coordinator Adult Education Programs [P#011933A],New York City Department of Education,"Manhattan, NY",2024-10-23,Closely work with central data team directors to ensure proper collection and management of data. Closely work with central data team directors to ensure proper collection and management of data.,"Schedules: Weekends as needed, Evenings as needed",https://www.indeed.com/m/viewjob?jk=ad1e83c56a7763f8,IndeedScraperUSAEng_ad1e83c56a7763f8,IndeedScraperUSAEng,Data,USA_ENGLISH,$60733 - $94279 yearly,UNKNOWN, NY,NY,Manhattan
NEW,Sr. Data Modeler/Data Architect,Infinity Quest,"New York, NY",2024-10-05,"Big picture thinking to understand end to end flow of data and data integrations. Strong Experience in Data Modelling Data Vault, Dimensional Modeling. Data Vault Experience is a must.","Job types: Contract
Shifts: 8 hour shift
Benefits: Health insurance, Dental insurance, 401(k)
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=d46ae5bbfaf00904,IndeedScraperUSAEng_d46ae5bbfaf00904,IndeedScraperUSAEng,Data,USA_ENGLISH,$60 - $70 hourly,UNKNOWN, NY,NY,New York
NEW,Database Engineer,Espresso AI,"Brooklyn, NY",2024-10-03,Manage and optimize Snowflake usage Compensation Range: $130K - …,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6f958df913e245e4,IndeedScraperUSAEng_6f958df913e245e4,IndeedScraperUSAEng,Data,USA_ENGLISH,$130000 - $300000 yearly,UNKNOWN, NY,NY,Brooklyn
NEW,"Director, Data Science",Scholastic,"New York, NY",2024-10-03,"Proven experience leading data science teams and data products teams. Design and champion data science and data products methodologies for the entire team. Experience with AWS SageMaker, Redshift, S3.","Job types: Full-time
Benefits: Employee stock purchase plan, Health insurance, Parental leave
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2670b304e35656c3,IndeedScraperUSAEng_2670b304e35656c3,IndeedScraperUSAEng,Data,USA_ENGLISH,$220000 - $250000 yearly,UNKNOWN, NY,NY,New York
NEW,Business Analyst - Big Data,NYU Langone Health,"New York, NY 10016",2024-10-17,5 years experience analyzing data and working with business users in a warehouse/data lake environment Ability to translate business requirements into technical specifications Knowledge of basic…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=057146f506cf512d,IndeedScraperUSAEng_057146f506cf512d,IndeedScraperUSAEng,Data,USA_ENGLISH,$62400 - $88192 yearly,UNKNOWN, NY 10016,NY,New York
NEW,Director-Data Science,Amex,"New York, NY",2024-10-03,"You Lead the Way. We’ve Got Your Back. With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse…","Remote: Hybrid work
Benefits: Paid parental leave, Health insurance, Dental insurance, Parental leave, Vision insurance, Life insurance, Retirement plan",https://www.indeed.com/m/viewjob?jk=902dff7a775f6dce,IndeedScraperUSAEng_902dff7a775f6dce,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $225000 yearly,TEMPORARILY_REMOTE, NY,NY,New York
NEW,"Senior Vice President, Data Scientist",BNY Mellon,"Uniondale, NY",2024-10-26,"Overview VP, Data Scientist At BNY, our culture empowers you to grow and succeed. As a leading global financial services company at the center of the world’s financial system we touch nearly 20% of…",Benefits: Opportunities for advancement,https://www.indeed.com/m/viewjob?jk=55b10e4d17bf4fa1,IndeedScraperUSAEng_55b10e4d17bf4fa1,IndeedScraperUSAEng,Data,USA_ENGLISH,$108700 - $175000 yearly,UNKNOWN, NY,NY,Uniondale
